k,LB,UB,gap,sum_ms,ms,added_nodes,UB_node,new_nodes,as_nodes
19,-0.00494899559412352,0.0038240367114282105,0.00877303230555173,-0.008773032305551728,"[-0.6492330471410575, -0.6748779742412028, -0.8378372237797309, -0.01134023072503787, -0.04012338519854031, -0.9658479369823674, -0.057422591166294, -0.20948080830444749, -0.5418762859510798, -5.452086154100755e-06, -0.39385589226128337, -1.2980304002763177e-06, -0.3646451759708249, -1.0291733539814925, -0.03287285879612639, -0.250461036256576, -0.5029505091456072, -0.846023205759626, -0.10462048707537963, -0.1609240641056714, -0.4859497824568604, -0.7628347631727914, -0.9704491371608026, -0.46599541412614887, -0.7335284482926574, -0.11790283433598159, -0.9081971470217931, -0.48851781394246974, -0.572451788650552, -0.3013730101526019, -0.10478194430599053, -0.667333409424258, -0.6009523613545626, -0.05301894958654252, -0.3082151623800109, -0.33619494941936456, -0.2878345917715963, -0.4002518128994259, -0.35583847010632885, -0.10481830765125227, -0.39908116186117093, -0.5397474988474507, -0.4990710228569807, -0.1003454375975148, -0.0020637857313402647, -0.269632628286273, -1.0452112463030538, -0.7131319921027328, -0.9064555401495604, -0.7578275349723476]","[0.0, 0.0, 0.6224517178105428]","[10.0, 10.0, 0.0]","[4.9668575420421155e-06, 2.208297680997486e-06, 6.243215281193512e-07]","[3.7781784167019685, 1.2177617385364965, 0.21716682282573171, 0.38552001008465003, 0.14760185909675905, 0.26256373033127756, 0.13794743487563943, 0.21567007985764405, 0.45956494177607804, 0.5493222065841971, 0.5483989496749607, 0.7627842729123434, 0.7334748208943124, 2.005789797024109, 1.6326817095252992, 1.617457304179766, 1.733123922913334, 0.23183252415989605, 2.521819104201176, 2.67254125884113, 0.26191453131404474, 3.1266939958758693, 3.2100064345932195, 2.4760888430735175, 2.126514680638931, 0.4931387898484005, 3.174797921726213, 1.3571606838243717, 3.4182575098640395, 3.4913426453489547]"
20,-5.3641526358790514e-05,0.0038240367114282105,0.003877678237787001,-0.0038776782377869983,"[-0.31234291495072286, -0.35850075797772973, -0.400840423086092, -0.3151834765615136, -0.19316981118245513, -0.2961429128676065, -0.00014428376105798946, -0.15116954051415643, -0.14079492134418836, -8.171876674134548e-05, -0.3112362121474903, -0.07845921309600956, -0.22872672162811458, -0.4275435402432266, -0.049071730192811414, -0.08188517351617763, -0.06734059542903559, -0.3167299434253825, -0.2657294487437928, -0.0005925899364352949, -0.23062942170141087, -0.1755866547401519, -0.8689971998449746, -0.018620712992731825, -0.15474038160891546, -7.053800309408942e-06, -0.491796648315745, -0.2864657781600647, -0.13464027717791138, -0.053784747935129884, -0.04971604122750606, -0.37847946359766527, -0.3985978499671825, -0.12102161904436626, -0.08179298853610417, -0.14534793705229299, -0.02912744127772582, -0.26214028963297564, -0.02075519116125024, -0.01025944024992309, -0.3127760733564968, -0.2649030478824279, -0.22082686662789086, -0.1070896201144853, -0.1684790334213746, -0.09329415802840835, -0.37419349510145383, -0.0001723555960720935, -1.1077254092661803e-05, -0.24425679968972114]","[0.13420333524260894, 0.0, 0.0]","[10.0, 10.0, 0.0]","[0.0, 0.0, 0.0]","[2.1305650231435607, 0.27662144197181326, 0.8450504248614746, 0.20782645199148736, 0.2298815885946749, 0.20889305830323857, 0.21601838063372134, 0.20001866216228187, 0.8191768081349688, 0.9740351833245557, 0.9731200518343391, 1.2196491372441611, 1.2464613566967584, 1.065025261756569, 0.7194469280238878, 1.5626199082891075, 1.6492687745590255, 0.2940269587159185, 1.4177204950341542, 1.9170855025986868, 0.3372630702766312, 1.7785431762564035, 2.0303153862312824, 1.8447965282748875, 1.1467071403712623, 0.23498168340167994, 2.005405840689205, 0.42110274218164245, 1.9409430160949397, 2.08206365621681]"
21,0.0004454233224839939,0.0038240367114282105,0.0033786133889442166,-0.003378613388944214,"[-0.1883690938262137, -0.284738982451723, -0.39912982290013344, -0.003979064455176484, -0.19411673705007004, -0.31220866348095466, -1.9335861225489026e-06, -0.31154117177075014, -1.898335852956734e-06, -0.1703996462171824, -0.24700765047234574, -0.008774899871456077, -0.15312181967844474, -0.42627642903768415, -0.13947601693249823, -8.37204094317201e-06, -0.1787707751547014, -0.33456184591041493, -0.034235262017652035, -2.4221080756614555e-06, -0.049609686238675454, -0.25562471458183467, -0.4622108858952685, -0.8068026584232976, -0.07345936542836373, -0.06178918985862719, -0.08467494256268937, -0.22589529978206524, -0.03847584575727547, -0.05876977556647123, -0.04153418156400479, -0.021797983872325677, -0.24220107237502164, -0.07456534645214452, -0.14883655330869106, -0.1033553875003761, -0.07532617182756818, -0.5702498042583541, -0.18034663912479365, -0.010613067420397249, -0.12319388673457166, -0.05989448754396842, -0.21841873815495672, -0.04788695234029894, -5.428400617035756e-05, -0.14969804377838802, -0.07880679409432689, -0.33930305719622056, -0.3753506618670497, -0.0810654875479404]","[2.2433630898987857, 0.4353363437066903, 2.2947241337234217]","[10.0, 10.0, 0.0]","[0.0, 3.614705908610771e-08, 0.0]","[5.217746861819355, 1.3423454151930059, 0.26767556460794883, 0.45215028929788076, 0.14302801283561772, 0.2685438308701057, 0.13360269154486876, 0.22362742648711956, 0.5539765620571805, 0.5891407877223489, 0.5880808353624758, 1.0436095362758226, 1.043724841557005, 2.7095187807155092, 2.0915591067132353, 1.8175789279727206, 2.0612371209099645, 0.3507736745199464, 3.4943108828644394, 3.407360979014173, 0.30162513546908276, 4.3275033136341685, 4.2556110235821105, 2.9935937386237326, 2.900753778698002, 0.5249330227260538, 4.1251114786355485, 1.6022545839165787, 4.714219839635253, 4.7234433713252715]"
22,0.002480108021203565,0.0038240367114282105,0.0013439286902246455,-0.0013439286902246432,"[-6.538391022825607e-06, -0.0658886389986173, -1.8584425562906404e-06, -0.012921140851701485, -0.0359234167402227, -0.34059853917295646, -0.006475313450898579, -2.292444730933596e-05, -3.318113310335491e-06, -3.6278762545194354e-06, -0.16972448550328423, -9.466703847049729e-06, -0.003469447818289617, -0.02194262144818593, -0.0019972870670863507, -2.2842923352861533e-06, -0.07178103838649319, -0.022622621590003167, -0.026750037281717987, -4.41578262705411e-06, -0.23066633517038437, -9.146304558171892e-07, -0.2490742742403116, -0.006619656611940528, -0.1666926460466236, -0.037559063567159434, -0.2835344171365748, -8.501485069034587e-06, -2.505843949007769e-06, -0.08268603263219276, -0.045414526158228496, -1.7527699829322785e-06, -0.07398041092854246, -0.06774696287074589, -0.08141154828394326, -0.002796293511803105, -0.006808736401683557, -2.327685517222733e-06, -0.07232431331354716, -0.0011301054584117454, -6.047309021095515e-06, -0.36930614087345437, -0.20184525550496402, -0.008744379847972272, -5.174498983961939e-06, -0.14884237480315732, -0.3740692262565126, -0.007921221136939272, -0.015391385140239855, -0.04508017308457557]","[0.0, 0.0, 0.2388883358437324]","[10.0, 10.0, 0.0]","[0.02957142641574572, 0.0, 0.0]","[2.9802127869805606, 1.1040473706664966, 0.39829466882520703, 0.45190390712519996, 0.16619594098962157, 0.27053533853552725, 0.15768448069929858, 0.23957451216335687, 0.6022496642683333, 0.6882139781384143, 0.6871739825224186, 1.3966032446476297, 1.976690606278284, 1.2581278231981117, 1.1718176994764788, 1.4982995677805298, 1.7491173847211696, 0.35514987884715876, 1.4826871713443297, 2.3698483609674503, 0.27732030757644405, 1.9778530976263298, 2.6786118410661786, 2.102041944145085, 1.3035555354672619, 0.4663022240796342, 2.5502495185798475, 1.1245670979955584, 2.358095510550047, 2.8307052386617197]"
23,0.0033396363388880045,0.003824036711428211,0.00048440037254020643,-0.0004844003725402036,"[-2.5278250292970483e-06, -2.5055904999682355e-06, -1.5003573222704958e-06, -9.083534755482958e-07, -1.0402231192863098e-05, -0.027947079625307403, -4.62777211218679e-07, -7.156327237467508e-07, -5.644759486500561e-07, -2.427980265506946e-06, -0.031220939151512805, -2.415475354955454e-06, -5.1066670160082595e-05, -4.384812267277383e-06, -6.475745770728736e-07, -0.02149921482877759, -1.703040717782045e-06, -0.11901704596344542, -8.443882772990463e-07, -5.459915328520637e-06, -3.301035532476959e-06, -0.050440369954709574, -0.2672236766880829, -1.4141895521291303e-06, -1.9758358880572757e-05, -2.5357141488768775e-06, -0.06064533088780211, -1.3036017507683795e-06, -5.6327986252879825e-05, -3.271368220758575e-06, -1.6760663623660577e-06, -0.05282288877765645, -4.362842158478486e-05, -4.209988688330668e-06, -0.05358498272143386, -1.4711037301662344e-06, -0.01813397404291761, -0.008106815749724827, -3.963930481187816e-06, -0.016813742776941254, -0.10945096383698183, -0.10301290721618317, -1.5304590016640418e-05, -0.03247342357363703, -0.02054374658799052, -0.024444069657418632, -0.10740078293241817, -0.07057623215151354, -0.015380007477480806, -1.603329301946843e-05]","[0.05998285803902587, 0.0, 0.0]","[10.0, 10.0, 0.0]","[1.977253743918673e-07, 0.0, 1.977253743918673e-07]","[2.110614183221566, 0.30028797652711947, 1.3941840750175791, 0.2960286152486478, 0.31990433436882454, 0.2854824696735345, 0.312671811364763, 0.28514739673511674, 0.8272709660971109, 1.1860891253467571, 1.185178148738979, 1.5175947668208418, 2.056486213211253, 0.5674279759423991, 0.395457587473759, 1.536848101646599, 1.773695071535935, 0.36002614883601447, 0.8730590738406977, 1.9680078181231526, 0.33078502505314883, 1.384399916390063, 2.0448970017094577, 1.8221266927616264, 0.62284106642302, 0.29031053834336595, 1.9693198644020977, 0.3183587577911766, 1.6905885879122637, 2.0790869248243458]"
24,0.002892697660534836,0.003824036711428211,0.0009313390508933748,-0.0009313390508933721,"[-0.05315986156581598, -5.7691696649708746e-05, -5.980802302296695e-07, -1.3431947434305869e-06, -3.7684536779991618e-06, -1.0713753941793414e-05, -3.931356296060784e-07, -9.70946842038245e-07, -0.001357517562921684, -1.7651478487756833e-06, -0.019213062820473414, -0.018299773933455832, -0.05590014679007815, -0.12336335443307123, -9.327233274625257e-07, -0.0007226178954375939, -2.7890861931112454e-07, -8.32358266578126e-05, -6.071830298326475e-06, -5.247133176178309e-06, -4.022259150193719e-06, -1.3005106807018052e-05, -0.8602716673458879, -1.0339421492311374e-06, -0.15338860715287606, -0.02763865457068082, -0.10766425269637869, -0.001145101931888437, -3.010473843545469e-07, -3.068650973103715e-06, -5.513045666649674e-07, -1.939444845611149e-06, -0.01822486625835129, -1.3523706963169957e-06, -4.22172973468804e-07, -1.4609363423456756e-06, -1.2474947204133002e-06, -0.04611577068379891, -8.988133570753121e-07, -3.091830997892231e-07, -1.721855525449456e-05, -1.4322719050774424e-05, -7.19019864758863e-07, -2.798645615254003e-07, -0.05982376114032273, -6.976542248349205e-07, -4.424785045475943e-06, -1.9747946022885543e-05, -3.521880698187374e-06, -0.7817950544685601]","[0.05963174001958908, 0.05963174001958909, 0.05963174001958908]","[10.0, 10.0, 0.0]","[0.0, 0.0, 10.0]","[1.277593322633225, 1.088351079135188, 0.7311362757980946, 0.5720875279689823, 0.27914378211445795, 0.39291145930858673, 0.27483388357090915, 0.3643937451481546, 0.5931492173274542, 0.6756293496592515, 0.6751279645053475, 0.8789049628441822, 1.0371384984219896, 0.8908619782180334, 0.9240275197842868, 0.9581064375365071, 1.031458596773001, 0.45198164041370026, 0.9359082207594221, 1.1684855409222095, 0.3789606942478457, 1.0648327033205842, 1.226322976925326, 1.112781165210218, 0.8971773410229564, 0.5729730428499196, 1.202914080802632, 1.0075502103518181, 1.152591253883887, 1.2527769035489407]"
25,0.0036935829370250096,0.003824036711428211,0.00013045377440320128,-0.00013045377440319851,"[-1.0902566684123371e-05, -2.528956066782939e-08, -0.07732803810609035, -3.8866997620345956e-07, -8.51777214361249e-06, -2.9087590807552743e-05, -0.0010639661707265713, -0.00849462138020618, -1.274265239104011e-06, -1.5536906624591396e-06, -0.041633447874195983, -1.3572497099545444e-06, -3.192013186570364e-05, -0.00011003783704444103, -0.000415687081473326, -2.357833124300157e-07, -0.07063514607213972, -3.6294039089668217e-06, -2.7574349208192572e-05, -1.6057821081716384e-06, -2.4630782413659347e-06, -3.723025657986767e-06, -5.10767601547002e-07, -1.3551610527073876e-06, -0.016315105863288437, -3.1551302752674815e-06, -0.06543189508736935, -0.0008992853224067954, -5.540514751434245e-07, -1.695427382486514e-06, -2.177261571922884e-06, -7.0456504179805535e-06, -8.200397390911718e-06, -8.803370254995002e-07, -4.090021377578523e-06, -2.4571979648779774e-06, -2.3903942700798098e-06, -2.503980427004393e-06, -5.176612591917262e-07, -0.0011304359576884693, -0.016933440320140214, -1.8125990806083792e-06, -3.347258060171221e-06, -5.073097228969203e-07, -0.0007163326879495724, -1.0191005477278026e-06, -2.1646384018580989e-07, -0.012620615630897891, -2.486615174657203e-06, -0.012235199181374057]","[0.0, 0.0, 1.0694195490407168]","[10.0, 10.0, 0.0]","[0.0, 1.246738872474933e-07, 0.0]","[2.9075048595002837, 1.207722556587825, 0.293948043264846, 0.4747139724866586, 0.14022018383829735, 0.2608457949199913, 0.13570677531411812, 0.22880811964601241, 0.6122189281004755, 0.43769190862078444, 0.43702014182569926, 1.3490247033376597, 1.0974064333932783, 1.7535016016989864, 1.5275854626880319, 1.4272391276017216, 1.288848344305271, 0.40806711148629515, 2.0476461697118777, 1.9992421693918387, 0.2788738662357677, 2.396392380220475, 2.4298552028552853, 1.9749952866352771, 1.8302208442338486, 0.4832238949518734, 2.452487173533472, 1.3255080007645113, 2.5989536931126396, 2.6633434406943755]"
26,0.003458506825095063,0.003824036711428211,0.0003655298863331478,-0.00036552988633314557,"[-8.599328239711213e-06, -0.016430033080897744, -9.855106726242013e-07, -6.613227627738638e-07, -0.04074546612040897, -4.3305391930204e-06, -0.0008033316572944038, -6.373567178918904e-06, -1.16253862980642e-06, -1.9204490731006274e-07, -0.08387932511887897, -7.203936176480852e-07, -0.038816925172842076, -3.187450461350494e-06, -0.0004164812566549436, -4.746203925432013e-07, -6.742080196797673e-06, -0.021967687002549585, -0.006708445053827727, -1.1167803013467648e-06, -1.2635090804735682e-06, -0.012068553518792324, -5.7002200933631286e-05, -0.0014092189252208343, -5.208270405177018e-06, -1.0664251492542576e-05, -0.06543188947435641, -0.2864692067855696, -3.508416218656052e-06, -9.471490061141452e-07, -0.0012421305622069, -3.7282934066684703e-06, -0.018254185562256886, -2.1752000249897208e-06, -0.14098420070698126, -4.5819590233087126e-07, -2.296308411864345e-06, -8.037634056101695e-07, -2.3829559561150404e-06, -2.6058622121238884e-07, -0.1125936522601243, -1.1988174497545856e-06, -1.0480572762983087e-06, -1.1422573877872821e-06, -0.004788098298686316, -0.06067840521864587, -3.382042752519965e-07, -9.834967151789442e-08, -7.898405427475552e-07, -7.619253046264873e-06]","[3.3667186411916936, 0.0, 10.0]","[10.0, 10.0, 0.0]","[0.02920053741467313, 0.0, 0.0]","[4.423364271902956, 1.3420686729262878, 0.360678831593266, 0.5305872783926442, 0.1658379304334867, 0.29123573855111257, 0.1571785158184366, 0.2539580227470152, 0.8630954218878915, 0.6988880352038447, 0.6977438693040287, 2.0080882263828763, 2.0448369670800552, 2.3717270327550946, 1.9474880718989347, 2.1306246004368563, 2.09652444687613, 0.513012321189882, 2.8812673893162923, 3.1657503337492283, 0.3542380420487562, 3.4878704788005757, 3.7756612129061984, 2.9999077036549946, 2.5004448045766323, 0.5439273351938189, 3.7321080183356297, 1.5655699087542425, 3.85057153167774, 4.095826407866922]"
27,0.0036536073808491666,0.003824036711428211,0.00017042933057904433,-0.0001704293305790412,"[-0.013011662946493363, -4.512502726594647e-06, -3.6783534652418126e-05, -0.00041043042530031215, -2.0371289268794612e-06, -3.4017188474955162e-06, -1.7305694677283157e-06, -0.007101034194691547, -1.722950478733054e-06, -0.0037960956215624675, -0.098607407862914, -1.0896898459122895e-06, -0.038815495554032076, -0.021802824997156023, -1.1810728839378726e-07, -0.0005444254782633884, -4.823968882128327e-07, -0.020909185035075772, -3.7784855859701594e-06, -1.0247508867466948e-05, -0.003310406503352903, -1.6782282035165963e-06, -0.07380480090594776, -0.0014094622437132998, -1.8048133876291672e-06, -4.765092784353442e-06, -8.935707330515186e-06, -1.7089510808698805e-06, -0.010258572667467991, -1.3107726068994907e-06, -9.55190363916003e-07, -8.6070957114881e-06, -9.253590201652173e-06, -0.0736368696909353, -0.012643318138272353, -0.0005965636411366937, -0.023370106781615885, -7.87950428460249e-06, -1.070961219262756e-06, -1.7448226807825762e-07, -0.016942659865879506, -2.4076701445885362e-06, -2.3934499362443518e-06, -2.230617735410334e-06, -0.004788831976559438, -3.477044341337887e-07, -5.385828045767482e-07, -0.00018921489165313332, -8.126730035584728e-07, -1.17734450277851e-06]","[0.022320809736537748, 0.022320809736537748, 0.028696247882611627]","[10.0, 10.0, 0.0]","[0.028746473432891082, 0.0, 0.0]","[1.1775700709365735, 0.014428690308584737, 0.14664820210315113, 0.0114626030171688, 0.017428877991273774, 0.011671396015620793, 0.015625624731019867, 0.011249772474359584, 0.09159616031118362, 0.1775358618051786, 0.17722977954542143, 0.25547987923264315, 0.5063393637132682, 0.1258412244787094, 0.054882147779714924, 0.4035711582997817, 0.5417193428872152, 0.01759895609166231, 0.26868077488432957, 0.8256553383848968, 0.021216720233556193, 0.5578051668199513, 0.9935645945619926, 0.6826097138324718, 0.15081830959017806, 0.012699814147515849, 0.9196458780200016, 0.02348622565714374, 0.7767162662885531, 1.0837518706373097]"
28,0.003594708045329159,0.003824036711428211,0.00022932866609905178,-0.00022932866609904866,"[-1.5664025018846672e-05, -0.08262710650203053, -2.6532111583321694e-06, -1.0573310795791713e-06, -1.7622367649572368e-06, -0.020919674034464375, -1.3470335953336132e-06, -9.873458409082048e-06, -2.1776780256832495e-06, -1.621583220479117e-06, -1.3141519196513407e-05, -1.5008770350988243e-06, -1.5128584879064988e-05, -0.020829533522800814, -1.089286560951308e-06, -0.0005444903814890711, -1.093989149358876e-05, -6.976108182232821e-07, -3.0290648069808412e-06, -1.9584797641414298e-06, -1.2873536783253314e-06, -6.689821790306638e-06, -6.302797497248491e-06, -1.6423839848123123e-06, -0.14152726930196158, -9.727135847903412e-06, -0.04345537296300872, -6.177001377061231e-07, -6.728914514475548e-08, -1.0115582786962563e-06, -0.0015390177836316354, -5.143571027099725e-06, -0.018250998496076143, -1.477315496600795e-06, -0.03179104075645789, -1.1800921904114858e-06, -6.443257287713777e-07, -0.20753067478469678, -9.818706367958896e-07, -0.00019779552625143193, -1.0399114809711563e-05, -3.0704755222821234e-06, -6.760586779508415e-06, -2.080725902464664e-06, -1.0965175341048905e-06, -4.31059643246634e-06, -0.003933873444722624, -2.5767124287590093e-06, -5.171557888594691e-07, -2.3590777565196674e-05]","[0.0, 0.0, 4.994587264089224]","[10.0, 10.0, 0.0]","[0.0, 0.0, 6.912906190603046]","[1.619009519944766, 0.04716732181862326, 0.5405017296522138, 0.04843464843198171, 0.06827285698860115, 0.046458035955493415, 0.06452485153574707, 0.04660518521509139, 0.3034698825478307, 0.516869471924895, 0.5161801280265704, 0.9192248169270781, 1.6421259450590535, 0.14329590755632324, 0.07552732019084678, 0.8708425244885118, 1.1048006844474012, 0.07625286860483804, 0.30787182042133315, 1.381097137522383, 0.06687641555850046, 0.7075802922921187, 1.505329556107001, 1.2011451308012808, 0.16897944667990922, 0.04691215949205474, 1.402604228192423, 0.052037566085044056, 1.0333263162028472, 1.5635782397439266]"
29,0.0037695059618169397,0.003824036711428211,5.4530749611271176e-05,-5.453074961126847e-05,"[-6.50814737168659e-06, -7.967278183862447e-07, -1.4861121329090565e-06, -3.0048674970473144e-07, -7.096547089791017e-05, -0.008054038279498243, -0.0008019151223983556, -2.446003970035804e-06, -6.274370105696647e-07, -3.7028643995462573e-07, -1.3543931283166444e-06, -1.6225899885924377e-06, -3.2690358045428525e-05, -2.2873131655387624e-06, -1.5513986895143717e-06, -1.6497391359671099e-06, -6.09595314271516e-06, -5.8342994186944e-06, -1.6890336109742776e-06, -9.147678947662996e-07, -8.938454181262045e-07, -1.546838161115005e-06, -3.64322574215592e-05, -1.2808275693387827e-06, -2.9460939430236976e-06, -1.0928497480300337e-05, -0.11026743244387305, -1.7748017946406236e-06, -1.987703462713597e-06, -1.0581368803386226e-07, -3.0193116977716983e-06, -1.1032871505278763e-08, -1.4368184455104682e-05, -2.959564133320214e-06, -2.3971045286952375e-05, -3.5040722590196083e-07, -9.710101371851465e-07, -3.0807587592107666e-07, -1.0460936077372196e-06, -8.127087319786952e-08, -0.01693319144237071, -6.318208769950928e-06, -7.405904216772896e-06, -8.267027449271325e-07, -2.476271536044905e-06, -6.292208374336639e-07, -8.226595960003635e-07, -9.414616850556001e-07, -1.891049325575267e-06, -4.812067603943149e-06]","[0.0, 0.0, 0.11627580926389554]","[10.0, 10.0, 0.0]","[0.0, 0.0, 0.0]","[2.2055828555918415, 0.09003553777612805, 0.41834548839003316, 0.0895433833335947, 0.09277413206104546, 0.07076417164731039, 0.08473548586716793, 0.0713463837883654, 0.7198501747833101, 0.6551260483334298, 0.6542398175922529, 1.6184174514155585, 1.7226290378076943, 0.5133404822024117, 0.27112953809029666, 1.52634210434832, 1.4498593087521332, 0.220868150305327, 0.9016373939574724, 1.8492905409952083, 0.1502175753229127, 1.4753899243678885, 2.0339395529671327, 1.8501278879073169, 0.587245517053761, 0.0772521733459061, 2.0366693549860977, 0.13854309278598312, 1.7893835423521738, 2.1215699511268937]"
30,0.0037357041204033876,0.003824036711428211,8.833259102482326e-05,-8.833259102482018e-05,"[-5.101947778918259e-06, -0.010449630071203364, -0.002954784274271649, -5.108781326867984e-07, -0.014048154999726004, -5.591203206201101e-06, -1.617846618451324e-06, -3.7044376899331155e-07, -1.4640285637135264e-06, -1.1518560938394984e-07, -8.912245792735973e-05, -1.0059164381459595e-06, -9.289258292355385e-06, -0.0067294833825712885, -1.3658565403140699e-06, -1.8012982949677792e-07, -8.103118264823905e-06, -0.02090932233259668, -0.006725894407320965, -0.0014016435832702803, -5.790257553428546e-07, -2.8002387946202134e-06, -0.07380765406593603, -3.1557276760629804e-06, -0.014547522817156988, -5.079445750233447e-06, -0.033408424418921445, -2.566307055751338e-07, -4.5097797995774513e-05, -2.8189326131133896e-06, -1.9297110679383778e-06, -1.4977495446100164e-06, -8.194167653741147e-06, -2.143683488498027e-06, -1.161051085052378e-06, -0.0005966915254864702, -1.8490801161341608e-06, -6.014344569482688e-06, -0.0007729541911003501, -3.641411952526319e-07, -0.016935646213900313, -2.0200557386829132e-06, -0.0015957389162690738, -1.1021311059344896e-06, -3.3660653502298743e-06, -4.8598081348050215e-06, -0.0019369467538670193, -7.497807414935664e-07, -0.003451435836928418, -0.010340671931470702]","[0.028397815317063244, 0.0, 0.0]","[10.0, 10.0, 0.0]","[0.0, 0.0, 0.0]","[3.0007320939420645, 0.08492232796907685, 0.26725173265386526, 0.03775214118612653, 0.048131678929495395, 0.036571265326174045, 0.04055077952738788, 0.03256526277327394, 0.4107077195296541, 0.4911301457985602, 0.49027928285568484, 0.9392623736081509, 1.0403382847594465, 1.0185010501557514, 0.5270227018231803, 1.3633895121555217, 1.4808407554564162, 0.0886550780070326, 1.6325308444715723, 2.1953703045067305, 0.10272707092860281, 2.3004496312110754, 2.59045922423622, 2.0183164254134422, 1.1558294946532568, 0.051913930987029004, 2.5381918017494454, 0.20619915544761835, 2.610313605660721, 2.7944380345320567]"
